labels,text
Yonetmelik_Politika,Yeşil mutabakat tekstil sektörünü nasıl etkiler?
Malzeme_Karbon_Ayak_Izi,Malzeme türü karbon ayak izini nasıl etkiler?
Karbon_Ayak_İzi_Hesaplama,"Kullan-at tekstiller çevreye ne kadar zarar veriyor, hiç hesaplandığında?"
Uretim_Sureci,Hangi adımlar daha sürdürülebilir hale getirilebilir?
Yonetmelik_Politika,Karbon salımı sınırı belirleyen yönetmelikler var mı?
Cevre_Etkisi_Karsilastirma,Pamuk mu polyester mi çevreye daha zararlı?
Etiketleme_Sorusu,Etiket üzerinden ürünün çevre etkisi anlaşılır mı?
Malzeme_Turu,Kumaş türleri nelerdir?
Geri_Donusum,Tekstil geri dönüşümünde verimlilik neye bağlıdır?
Yanlis_Bilgi_Duzeltme,Küresel moda markaları sürdürülebilirlik raporlarını bağımsız denetime tabi tutmak zorunda değil mi?
Karbon_Ayak_İzi_Hesaplama,Sentetik kumaşlar doğada çözünmediği için daha mı zararlı?
Selamlama,"Merhaba chatbot, çevre dostu kumaşlarla ilgili konuşmak isterim."
Karbon_Ayak_İzi_Hesaplama,Pamuklu bir tişörtün karbon ayak izi ne kadardır?
Vedalasma,"Yardımın için teşekkürler, şimdi gidip biraz araştırma yapacağım."
Vedalasma,Konuştuğumuza memnun oldum
Cevre_Etkisi_Karsilastirma,Vegan deri ile gerçek deri arasında doğa dostu olan hangisi?
Etiketleme_Sorusu,"""Net-zero production"" gibi terimler etiketlerde geçiyorsa ne anlama gelir?"
Uretim_Sureci,"Kıyafetlerin boyanması sırasında neler kullanılıyor, bu işlemler zararlı mı?"
Karbon_Ayak_İzi_Hesaplama,Üretim kaynaklarına göre karbon salımı değişir mi?
Yanlis_Bilgi_Duzeltme,İkinci el kıyafetler sürdürülebilirlik için kötü olabilir mi?
Cevre_Etkisi_Karsilastirma,Hangi kumaşlar üretim sonrası çevreye en az atık bırakır?
Surdurulebilirlik_Tanimi,Doğaya zarar vermeyen üretim neden önemlidir?
Bilinclendirme,Moda tercihlerimde bilinçli olmak istiyorum ama nasıl yapacağımı bilmiyorum.
Selamlama,Konuşmaya başlayalım mı?
Yanlis_Bilgi_Duzeltme,"Geri dönüştürülmüş giysiler çabuk yıpranırmış, doğru bilgi mi?"
Yanlis_Bilgi_Duzeltme,Bu yanlış bilinen bir durumdur.
Malzeme_Turu,Kumaşın kalınlığı çevreye etkisini değiştirir mi?
Etiketleme_Sorusu,Etiketlerdeki logolar neyi temsil eder?
Geri_Donusum,Geri dönüşüm için kıyafetleri parçalayan makineler var mı?
Geri_Donusum,Eski havlularımı ya da perdelerimi geri dönüştürebilir miyim?
Teknik_Tekstil,Sadece modaya yönelik olmayan tekstil ürünlerine örnek verir misin?
Karbon_Ayak_İzi_Hesaplama,"Sadece üretim değil, ürünün bana ulaşana kadar ki yolu da önemli mi?"
Malzeme_Karbon_Ayak_Izi,En düşük karbon ayak izine sahip tekstil malzemesi hangisi?
Yonetmelik_Politika,Atık su arıtma sistemi olmayan üretim tesisleri kapanabilir mi?
Selamlama,Soru sormak istiyorum.
Vedalasma,Sohbeti burada noktalayalım.
Cevre_Etkisi_Karsilastirma,Fonksiyonel giyimde kullanılan özel kaplamalar çevreye zararlı mı?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izi düşük kumaşlar üretmek için hangi malzemeler tercih ediliyor?
Vedalasma,İyi dileklerimle veda ediyorum.
Malzeme_Turu,Soğuk hava kıyafetlerinde kullanılan yalıtım malzemeleri çevreci midir?
Surdurulebilirlik_Tanimi,Tekstil ürünleri üretiminde doğaya duyarlı yöntemler nasıl olabilir?
Uretim_Sureci,Üretim zincirinde dijitalleşme nasıl etkili olur?
Geri_Donusum,Sıfır atık hedefinde tekstil geri dönüşümü nasıl bir rol oynar?
Cevre_Etkisi_Karsilastirma,Biyobozunur kumaşlar çevreyi nasıl korur?
Geri_Donusum,Eski kot pantolonumu evde nasıl değerlendirebilirim?
Uretim_Sureci,Sürdürülebilir üretim yöntemleri nelerdir?
Yonetmelik_Politika,Zorunlu çevresel etiketleme kuralları mevcut mu?
Oneri_Alternatif,Düğün gibi özel günlerde sürdürülebilir giyim seçenekleri nelerdir?
Bilinclendirme,Bu tişörtü alırken çevreye zarar verip vermediğini nasıl bileceğim?
Malzeme_Turu,Karbon ayak izi düşük olan malzeme türleri hangileridir?
Uretim_Sureci,Kıyafet üretiminde hava kirliliği de olur mu?
Malzeme_Karbon_Ayak_Izi,Endüstriyel ölçekte pamuk üretiminin iklim etkisi nasıldır?
Malzeme_Turu,Lif üretiminde kullanılan enzimler çevreye zararsız mı?
Geri_Donusum,Markaların sürdürülebilirlik raporlarına nereden ulaşabilirim?
Surdurulebilirlik_Tanimi,Hızlı moda yerine yavaş modayı tercih etmenin çevresel etkileri nelerdir
Yanlis_Bilgi_Duzeltme,Yenilenebilir enerji her zaman düşük emisyon anlamına gelmez.
Oneri_Alternatif,Doğal kaynak tüketimini azaltan çözümler önerir misin?
Cevre_Etkisi_Karsilastirma,Polyesterin doğada çözünmesi pamuktan daha mı uzun sürer?
Yonetmelik_Politika,Sürdürülebilir ürün etiketlemesi için bir devlet standardı bulunuyor mu?
Vedalasma,Çevre için birlikte çalışmak dileğiyle.
Surdurulebilirlik_Tanimi,Çevre dostu üretim yöntemleri neden bu kadar önemli?
Bilinclendirme,Sürdürülebilirlikle ilgili doğru bildiğimiz yanlışlar var mı?
Selamlama,Konuşmaya başlayabilir miyiz?
Karbon_Ayak_İzi_Hesaplama,Teknik tekstillerin üretiminde kullanılan işlemler doğaya daha fazla zarar veriyor olabilir mi?
Surdurulebilirlik_Tanimi,Tekstil ürünlerinin üretim aşamasında çevreye etkisi nasıl azaltılır
Uretim_Sureci,Suyu geri dönüştüren tekstil fabrikaları var mı?
Malzeme_Turu,Modal ve tencel arasındaki fark nedir?
Geri_Donusum,Kumaşlardaki boya ya da baskılar geri dönüşüm sürecini etkiler mi?
Malzeme_Karbon_Ayak_Izi,Tencel’in üretim süreci neden daha düşük karbon emisyonuna sahip?
Geri_Donusum,İkinci el kıyafet kullanmak çevre için faydalı mı?
Malzeme_Turu,Kumaşların ekolojik toksisite seviyeleri nasıl belirleniyor?
Selamlama,Yardım için buradayım.
Yanlis_Bilgi_Duzeltme,Bu ifade bilimsel olarak desteklenmemektedir.
Karbon_Ayak_İzi_Hesaplama,Geri dönüştürülmüş malzemeden üretilmiş ürünlerin karbon değeri daha mı az?
Malzeme_Karbon_Ayak_Izi,Karbon ayak izi açısından viskon kumaşlar sürdürülebilir mi?
Yanlis_Bilgi_Duzeltme,"Sentetik kumaşlar zaten doğaldır, öyle değil mi?"
Yanlis_Bilgi_Duzeltme,"Geri dönüştürülmüş kumaşlar yeni ürünlerden daha kalitesizdir, değil mi?"
Etiketleme_Sorusu,Etiket üzerindeki bilgiler nasıl yorumlanmalı?
Yonetmelik_Politika,Etiketlerde karbon ayak izi bilgisi yer almak zorunda mı?
Malzeme_Karbon_Ayak_Izi,Ham madde nakliyesi karbon ayak izine nasıl katkı sağlar?
Geri_Donusum,Çocuk kıyafetlerinin geri dönüştürülmesi için özel bir yol var mı?
Geri_Donusum,Yastık ya da yorgan gibi ürünler geri dönüşüm sürecine nasıl giriyor?
Selamlama,"Merhaba, çevre dostu tercihler konuşalım mı?"
Oneri_Alternatif,Yıkanmadan uzun süre dayanabilen kumaşlar var mı?
Karbon_Ayak_İzi_Hesaplama,Bu ceket çevreye ne kadar karbon salıyor?
Bilinclendirme,"Sertifikalı ürünler, sürdürülebilir üretim standartlarına uygun olup olmadığını gösterir."
Cevre_Etkisi_Karsilastirma,Hangi kumaş türü daha az karbon salımı yapar?
Vedalasma,"Bana zaman ayırdığın için teşekkürler, iyi günler!"
Teknik_Tekstil,Otomotiv sektöründe hangi teknik tekstiller kullanılır?
Surdurulebilirlik_Tanimi,Sürdürülebilirlik sadece doğa için mi önemlidir?
Karbon_Ayak_İzi_Hesaplama,"Sadece giysi değil, evdeki perdelerin bile karbon etkisi var mı?"
Yonetmelik_Politika,Karbon ayak izi ile ilgili yasal zorunluluklar neler?
Selamlama,Selam! Tekstil ve çevre hakkında konuşalım.
Yonetmelik_Politika,Çevreye duyarlı üretim için hangi yasal düzenlemeler var?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izini azaltmak için tekstil firmalarının uyguladığı çevreci politikalar neler?
Yonetmelik_Politika,"Devlet, sürdürülebilir koleksiyonlar çıkaran modacılara destek sağlıyor mu?"
Surdurulebilirlik_Tanimi,"Sürdürülebilirlik, ürün kalitesini etkiler mi?"
Selamlama,Sohbet etmek ister misin?
Yanlis_Bilgi_Duzeltme,Avrupa'da satılan her giysi artık sürdürülebilir üretim zorunluluğuna tabi mi?
Selamlama,"Çevreyi düşünerek kıyafet seçmeli miyiz, bunun hakkında fikrin nedir?"
Yanlis_Bilgi_Duzeltme,Bu kaynak güvenilir olmayabilir.
Etiketleme_Sorusu,Ürün etiketi sürdürülebilirlik hakkında bilgi veriyor mu?
Vedalasma,Kapanışı yapalım.
Yonetmelik_Politika,Çevre mevzuatı küçük üreticileri nasıl etkiliyor?
Teknik_Tekstil,Sensörlü tekstil ürünleri hangi amaçla kullanılır?
Oneri_Alternatif,Polyamid yerine kullanabileceğim daha doğa dostu bir lif var mı?
Bilinclendirme,"Etik üretim ne demek, nasıl anlaşılır?"
Cevre_Etkisi_Karsilastirma,Hayvansal deri mi vegan deri mi daha az çevreye zarar verir?
Uretim_Sureci,"Liflerin eğrilmesi ve dokunması gibi işlemler ne kadar enerji harcıyor, bu süreci sade bir şekilde açıklar mısın?"
Yonetmelik_Politika,Yönetmelikler çevreye duyarlı boyar madde kullanımını kapsıyor mu?
Etiketleme_Sorusu,Etiketler yasal olarak ne içermeli?
Yonetmelik_Politika,Tekstil sektöründe yeşil üretim yapan firmalar için özel teşvik programları var mı?
Etiketleme_Sorusu,Etiketteki bilgiler ürünün çevresel etkisini tam olarak yansıtır mı?
Teknik_Tekstil,Teknik tekstil ürünleri nasıl geri dönüştürülür?
Selamlama,"Hoş geldin, birlikte fark yaratalım!"
Cevre_Etkisi_Karsilastirma,Hangi tekstil ürünleri üretim sürecinde daha fazla karbon salınımına sebep olur?
Yanlis_Bilgi_Duzeltme,Organik ürünlerin çevreye zararı olmaz diye duydum.
Malzeme_Karbon_Ayak_Izi,Kıyafetlerin etiketinde karbon ayak izi bilgisi oluyor mu?
Yonetmelik_Politika,Türkiye’de tekstil geri dönüşüm tesisleri için özel bir ruhsat gerekiyor mu?
Yonetmelik_Politika,Yönetmelikler tekstil ihracatını etkiliyor mu?
Selamlama,Selam! Pamuklu mu yoksa başka kumaşlar mı çevre için daha iyi?
Surdurulebilirlik_Tanimi,Doğal kaynakların korunması sürdürülebilirliğin neresinde yer alır?
Surdurulebilirlik_Tanimi,Tüketici alışkanlıkları sürdürülebilirliği nasıl etkiler?
Cevre_Etkisi_Karsilastirma,Kurutma makinesi kullanımıyla doğal kurutma arasında çevresel fark büyük mü?
Uretim_Sureci,Geri kazanım sistemleri üretim sırasında nasıl işler?
Teknik_Tekstil,Soğuk hava koşullarına uygun teknik kumaşlar hangileridir?
Malzeme_Karbon_Ayak_Izi,Kıyafetlerin üretim sürecinde yenilenebilir enerji kullanılması karbon salımını nasıl değiştirir?
Malzeme_Turu,"Modal kumaş tam olarak nedir, hangi ağaçlardan elde ediliyor?"
Bilinclendirme,Doğal boya kullanımı su kaynaklarını korur
Yanlis_Bilgi_Duzeltme,"Bambu kumaşın üretimi çevre dostu mudur, yoksa zararlı mı olabilir?"
Uretim_Sureci,"Bu koltuk kumaşı nasıl üretiliyor, merak ettim."
Yonetmelik_Politika,Avrupa pazarına ihracat yapan firmaların uyması gereken sürdürülebilirlik kuralları neler?
Karbon_Ayak_İzi_Hesaplama,Tekstil sektöründe karbon ayak izini dengelemek için karbon offset uygulamaları var mı?
Etiketleme_Sorusu,Etiketi olmayan bir ürün güvenilir midir?
Teknik_Tekstil,Teknik tekstil üretiminde kimyasallar çevreyi etkiler mi?
Uretim_Sureci,Boyama işlemleri neden özel alanlarda yapılır?
Yonetmelik_Politika,Türkiye'deki tekstil firmaları Avrupa’daki sürdürülebilirlik regülasyonlarına uymak zorunda mı?
Yonetmelik_Politika,Yönetmelikler doğa dostu malzeme üretimini zorluyor mu?
Vedalasma,Kendinize dikkat edin ve sürdürülebilir kalın.
Etiketleme_Sorusu,"Sadece ""organik"" yazması yeterli midir? Başka neye dikkat etmeliyim?"
Yanlis_Bilgi_Duzeltme,Bambu kumaş her zaman çevreye dosttur diye biliyorum.
Teknik_Tekstil,Biyoteknolojik tekstiller hangi özellikleri taşır?
Teknik_Tekstil,Bu filtre kumaşlar çevreye zarar veriyor olabilir mi?
Oneri_Alternatif,Bitkisel bazlı kumaş alternatifleri neler?
Geri_Donusum,Eski tekstil ürünlerini geri dönüşüm için bağış kabul eden STK'lar var mı?
Yanlis_Bilgi_Duzeltme,"Geri dönüştürülen tekstil ürünleri kötü kokarmış, bu doğru bilgi mi?"
Malzeme_Turu,Organik pamuk ile normal pamuk arasında fark var mı?
Yanlis_Bilgi_Duzeltme,"Sadece üretim değil, dağıtım da önemlidir."
Geri_Donusum,Geri dönüşümle karbon salımı nasıl azaltılıyor?
Geri_Donusum,Geri dönüşümlü kumaş ile sıfır kumaş arasındaki farklar nelerdir?
Malzeme_Turu,"Bu tişörtün kumaş karışımında spandeks var, bu kötü mü?"
Cevre_Etkisi_Karsilastirma,Atık su oluşumu açısından hangi kumaşlar daha zararlıdır?
Karbon_Ayak_İzi_Hesaplama,Bir tişört alırken doğaya verdiğim zararı nasıl azaltabilirim?
Yanlis_Bilgi_Duzeltme,Polyester zaten bitkilerden yapılmıyor mu?
Malzeme_Turu,Keten çevre dostu bir malzeme midir?
Karbon_Ayak_İzi_Hesaplama,Bir tişört üretimi ne kadar karbon salınımına neden oluyor?
Malzeme_Turu,Lif karışımı olan kumaşlar neden kolayca ayrıştırılamıyor?
Surdurulebilirlik_Tanimi,Alışkanlıklarımızı değiştirerek doğaya katkıda bulunabilir miyiz
Teknik_Tekstil,Ağır sanayide kullanılan tekstiller hangi özelliklere sahip olmalıdır?
Oneri_Alternatif,Kurk yerine çevre dostu ne kullanılabilir?
Karbon_Ayak_İzi_Hesaplama,"Kargoyla gelen ürün mü daha zararlı, mağazadan alınan mı?"
Selamlama,"Selam, pamuklu giysiler mi yoksa başka türler mi daha iyi çevre için?"
Geri_Donusum,Kullanıcılar geri dönüştürülmüş tekstil ürünlerine güveniyor mu?
Yonetmelik_Politika,Sürdürülebilir üretim yapan firmalar için teşvikler var mı?
Yanlis_Bilgi_Duzeltme,Sürdürülebilir ürünler her zaman pahalı mıdır?
Etiketleme_Sorusu,Ürünün etiketi ekolojik mi?
Etiketleme_Sorusu,Etiketler geri dönüştürülmüş mü?
Yonetmelik_Politika,Politikalar geri dönüştürülmüş malzeme kullanımını teşvik ediyor mu?
Uretim_Sureci,Hızlı moda anlayışı üretim sürecini nasıl etkiler?
Malzeme_Karbon_Ayak_Izi,Polyester kumaşın karbon salımı ne kadar?
Teknik_Tekstil,Enerji emici tekstil ürünleri nasıl çalışır?
Malzeme_Karbon_Ayak_Izi,Etiketinde karbon ayak izi belirtilmiş ürünleri nerede bulabilirim?
Geri_Donusum,Geri dönüşüm kumaş kalitesini düşürür mü?
Uretim_Sureci,Islak işlem adımları ne demek ve neden çevreye zararlı?
Etiketleme_Sorusu,Etiketleme farkındalık yaratır mı?
Karbon_Ayak_İzi_Hesaplama,Üretim sürecinde oluşan emisyonlar nasıl takip edilir?
Selamlama,"Hey, karbon ayak izi hakkında bana yardımcı olabilir misin?"
Vedalasma,Sizi bilgilendirmek güzeldi.
Malzeme_Karbon_Ayak_Izi,Tüm süreçlerde karbon emisyonunu azaltmanın en etkili yolları nelerdir?
Surdurulebilirlik_Tanimi,Döngüsel ekonomi ile sürdürülebilirlik ilişkili midir?
Selamlama,Bilgi dolu bir konuşma için hazırım.
Bilinclendirme,Kullanmadığım kıyafetleri ne yapmalıyım?
Malzeme_Karbon_Ayak_Izi,Lif türü seçiminde karbon ayak izi nasıl değerlendirilir?
Yonetmelik_Politika,Politikalar tüketici bilincini artırıyor mu?
Geri_Donusum,Geri dönüştürülen tekstil ürünleri dayanıklı mıdır?
Malzeme_Karbon_Ayak_Izi,"Pamuklu tişört mü daha zararlı, yoksa polyester mi?"
Cevre_Etkisi_Karsilastirma,Tekstil atıklarının yakılması mı yoksa kompost edilmesi mi daha çevreci bir yöntemdir?
Etiketleme_Sorusu,Etikette “Made in...” bilgisi neden önemli?
Surdurulebilirlik_Tanimi,Moda endüstrisinde atık miktarını azaltmak için hangi yöntemler kullanılıyor
Uretim_Sureci,"Medikal tekstillerin üretiminde hangi kimyasallar kullanılıyor, çevre için riskli mi?"
Etiketleme_Sorusu,Etikette yer alan geri dönüşüm sembolleri neyi temsil eder?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izimi ölçmek için çevrimiçi araçlar var mı?
Yanlis_Bilgi_Duzeltme,Bu veri doğru şekilde ölçülmemiş olabilir.
Uretim_Sureci,Bir tekstil ürününün üretimi ne kadar sürer?
Cevre_Etkisi_Karsilastirma,Bambu kumaş üretimi çevresel açıdan avantajlı mıdır?
Geri_Donusum,Geri dönüştürülmüş tekstilden yapılan oyuncaklar güvenli midir?
Teknik_Tekstil,Teknik tekstilin ömrünü uzatmak için ne yapılır?
Malzeme_Karbon_Ayak_Izi,Kıyafetlerimin yıkama ve kurutma süreçleri de karbon ayak izine dahil mi?
Yanlis_Bilgi_Duzeltme,Güvenilir kaynaklarla tekrar kontrol edilmelidir.
Yonetmelik_Politika,Sürdürülebilirlik konusunda global anlaşmalar hangileri?
Malzeme_Turu,Hangi kumaş türleri daha az yıkanmaya ihtiyaç duyar?
Teknik_Tekstil,UV korumalı kumaşlar teknik tekstil sınıfına girer mi?
Geri_Donusum,Geri dönüşümle elde edilen kumaşların ömrü nasıldır?
Uretim_Sureci,Kumaş tipi su tüketimini nasıl etkiler?
Bilinclendirme,Kıyafetlerin uzun ömürlü kullanımı çevre dostudur
Geri_Donusum,Geri dönüşüm kutularına tekstil ürünleri de atılabilir mi?
Surdurulebilirlik_Tanimi,Bir tekstil markasının sürdürülebilir olduğunu söylemesi neye dayanıyor olabilir?
Bilinclendirme,Yeni aldığım tişörtün etiketinde ne aramalıyım?
Uretim_Sureci,Tekstil üretiminde neden bu kadar çok su harcanıyor?
Malzeme_Turu,Polyester hangi tür malzemeye girer?
Cevre_Etkisi_Karsilastirma,"Geri dönüştürülmüş kumaşlar mı, biyolojik parçalanabilir kumaşlar mı daha çevre dostudur?"
Cevre_Etkisi_Karsilastirma,Sentetik kumaşların çevresel etkisi doğal kumaşlara göre nasıldır?
Geri_Donusum,Polyester kumaşlar geri dönüştürülebilir mi?
Karbon_Ayak_İzi_Hesaplama,Kıyafetlerin karbon ayak izini düşürmek için bilinçli tüketici alışkanlıkları neler olabilir?
Selamlama,Doğa için yeni bilgilerle karşınızdayım.
Yonetmelik_Politika,Avrupa Birliği'nin tekstil sektörüne yönelik çevre politikaları hakkında bilgi verebilir misiniz?
Karbon_Ayak_İzi_Hesaplama,Geri dönüştürülmüş ürünlerde karbon ayak izi düşer mi?
Malzeme_Turu,Liflerin boyanabilirliği çevre için neden önemli?
Yanlis_Bilgi_Duzeltme,Yeni çıkan eko-deri tamamen doğada çözünüyor mu?
Geri_Donusum,Eski üniformaları geri dönüştürmek için özel kuruluşlar var mı?
Surdurulebilirlik_Tanimi,Sosyal sürdürülebilirlik ne demektir?
Vedalasma,Kapanış vaktimiz geldi.
Malzeme_Karbon_Ayak_Izi,Liflerin lif başına düşen karbon emisyonu neye göre ölçülür?
Bilinclendirme,Moda sektöründe dönüşüm mümkün mü?
Geri_Donusum,Geri dönüştürülmüş tekstil ile yapılan ürünlerin dayanıklılığı nasıldır?
Malzeme_Turu,Kumaşlarda yazan “karışım” ifadesi ne anlama gelir?
Yonetmelik_Politika,Geri dönüştürülmüş malzeme kullanan üreticilere kredi desteği veriliyor mu?
Selamlama,"Merhaba, sürdürülebilir yaşam için buradayım!"
Malzeme_Karbon_Ayak_Izi,Doğal kumaşlar karbon emisyonu açısından avantajlı mı?
Yanlis_Bilgi_Duzeltme,Pamuk her zaman çevre dostu değildir.
Etiketleme_Sorusu,Sürdürülebilir olup olmadığını etiketten anlayabilir miyim?
Karbon_Ayak_İzi_Hesaplama,Tekstil üretiminde fosil yakıt kullanımını azaltmanın yolları neler?
Teknik_Tekstil,Tarımda kullanılan örtüler teknik tekstil mi?
Uretim_Sureci,Makinelerin bakımı üretim performansını nasıl etkiler?
Etiketleme_Sorusu,Etiketteki bilgiler ne kadar anlaşılır?
Malzeme_Turu,Malzeme türü kumaşın kullanım alanını nasıl etkiler?
Uretim_Sureci,Tekstil fabrikalarında hava kirliliği yaratacak işlemler oluyor mu?
Selamlama,Destek olur musun?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izi az olan tekstil markaları nasıl belirlenir?
Yanlis_Bilgi_Duzeltme,Tekstil boyaları konusunda bazı bilgiler abartılıdır.
Malzeme_Karbon_Ayak_Izi,Lif üretiminde kullanılan pestisitler karbon emisyonunu etkiler mi?
Vedalasma,Doğayla barış içinde kalın.
Etiketleme_Sorusu,Etikette yazan “çevre dostu üretim” ibaresi tam olarak hangi standartlara dayanıyor?
Uretim_Sureci,Üretim sırasında kullanılan kimyasallar çevreye nasıl zarar veriyor?
Malzeme_Turu,Giysilerde kullanılan astar kumaşı da sürdürülebilir olmalı mı?
Selamlama,"Merhaba, giydiğimiz kıyafetlerin çevreye nasıl bir etkisi var?"
Uretim_Sureci,Tekstil üretimi sırasında çıkan atıklar ne oluyor?
Geri_Donusum,Kıyafetleri atmadan önce yıkamak geri dönüşüm için şart mı?
Karbon_Ayak_İzi_Hesaplama,Yaşam döngüsü analizi bu hesaplamada neden önemlidir?
Surdurulebilirlik_Tanimi,Atıklarımızı nasıl daha etkin bir şekilde azaltabiliriz?
Malzeme_Karbon_Ayak_Izi,Karbon ayak izini düşürmek için hangi malzemeleri öncelikli tercih etmeliyim?
Selamlama,"İyi günler, tekstil ve çevre hakkında bilgi almak istiyorum."
Malzeme_Karbon_Ayak_Izi,Karbonsuz tekstil mümkün mü?
Teknik_Tekstil,Yüksek performanslı spor tekstilleri teknik tekstil sayılır mı?
Yanlis_Bilgi_Duzeltme,Bu bilginin kaynağı güvenilir görünmüyor.
Selamlama,"Merhaba chatbot, seninle çevre dostu kumaşlar hakkında konuşmak istiyorum."
Geri_Donusum,Geri dönüşümde sürdürülebilirlik nasıl sağlanır?
Oneri_Alternatif,Günlük hayatta tercih edebileceğim düşük karbon ayak izli kıyafetler hangileri?
Vedalasma,Yavaş yavaş veda edelim
Malzeme_Karbon_Ayak_Izi,GOTS sertifikalı ürün ile konvansiyonel organik ürünün karbon farkı ne kadardır?
Malzeme_Karbon_Ayak_Izi,Kumaş tercihi yaparken karbon ayak izi önemli midir?
Malzeme_Karbon_Ayak_Izi,LCA (Life Cycle Assessment) ile malzeme bazlı karbon ayak izi hesaplanabilir mi?
Malzeme_Karbon_Ayak_Izi,"Polyesterin karbon ayak izinin ana kaynağı fosil yakıtlar mı, üretim süreci mi?"
Uretim_Sureci,Boya ve apre işlemleri ne kadar enerji harcar?
Yonetmelik_Politika,Tekstil sektörüne özel karbon emisyon sınırları belirlenmiş mi?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izi değerleri hangi birimle ifade edilir?
Malzeme_Turu,Doğal liflerin avantajları nelerdir?
Malzeme_Karbon_Ayak_Izi,Geri dönüştürülmüş polyesterin karbon ayak izi ne kadar düşer?
Etiketleme_Sorusu,Ürünün sürdürülebilir olduğunu söylemişler ama etikette buna dair hiçbir şey yazmıyor.
Yanlis_Bilgi_Duzeltme,"Tekstil geri dönüşümü ekonomik olarak anlamsızmış, bu ne kadar gerçek?"
Selamlama,Bugün size nasıl yardımcı olabilirim?
Selamlama,Sohbete başlamaya hazır mısınız?
Cevre_Etkisi_Karsilastirma,Geri dönüşümlü malzeme kullanmak ne kadar karbon tasarrufu sağlar?
Oneri_Alternatif,Kıyafet üretiminde plastik yerine ne kullanılabilir?
Teknik_Tekstil,Nanoteknoloji teknik tekstilde nasıl kullanılıyor?
Teknik_Tekstil,Otomobillerde kullanılan kumaşlar da teknik tekstil sayılıyor mu?
Surdurulebilirlik_Tanimi,Bir ürünün sürdürülebilir olup olmadığını nasıl anlayabilirim?
Karbon_Ayak_İzi_Hesaplama,Bir ürünün karbon ayak izini etkileyen faktörler nelerdir?
Malzeme_Karbon_Ayak_Izi,Naylon üretiminin karbon ayak izi ne kadardır?
Bilinclendirme,Organik ve konvansiyonel pamuk arasındaki farkları anlamakta zorlanıyorum.
Yonetmelik_Politika,AB Yeşil Mutabakatı'na göre tekstil ürünlerinde minimum geri dönüşüm oranı isteniyor mu?
Oneri_Alternatif,Sürdürülebilir ambalaj önerilerin var mı?
Yonetmelik_Politika,Sürdürülebilir moda girişimleri için TÜBİTAK veya KOSGEB destek sağlıyor mu?
Surdurulebilirlik_Tanimi,Tekstil ürünlerinin kullanım ömrünü uzatmak için yapılabilecekler
Malzeme_Turu,"Sentetik kumaş ne demek, doğal olandan farkı ne?"
Cevre_Etkisi_Karsilastirma,Kapalı çevrim (closed-loop) üretim süreçleri çevreyi nasıl korur?
Malzeme_Karbon_Ayak_Izi,Polyester üretiminde enerji yoğunluğu ne kadar karbon salınımına yol açıyor?
Malzeme_Turu,Tencel ile viskon aynı malzeme midir?
Geri_Donusum,Çocuk kıyafetlerini evde yeniden değerlendirmek mümkün mü?
Selamlama,Selam! Bazı malzemelerin çevresel etkilerini merak ediyorum.
Bilinclendirme,Pamuk üretimi neden çevresel açıdan sorunlu olabilir?
Karbon_Ayak_İzi_Hesaplama,Ham madde kaynaklı emisyonlar hesaba katılır mı?
Surdurulebilirlik_Tanimi,Atıklarımızı nasıl daha etkin bir şekilde azaltabiliriz?
Uretim_Sureci,"Çevreci üretim nasıl olur, hangi teknolojiler kullanılır?"
Malzeme_Turu,"Bu kumaş pamuk mu, polyester mi?"
Uretim_Sureci,Kıyafetlerin doğaya zarar vermeyen şekilde yapılması mümkün mü?
Teknik_Tekstil,Teknik tekstiller ile geleneksel tekstiller arasındaki fark nedir?
Oneri_Alternatif,"Kuru temizleme gerektirmeyen ama şık alternatifler arıyorum, ne giyebilirim?"
Yonetmelik_Politika,"Tekstil firmaları, çevreci yatırımlar için hangi kamu desteklerinden faydalanabilir?"
Yonetmelik_Politika,Karbon emisyonlarını düşürmeyen firmalara yönelik ceza uygulamaları var mı?
Karbon_Ayak_İzi_Hesaplama,Karbon ayak izini azaltmak için neler yapılmalı?
Vedalasma,"Konuştuğumuz için teşekkür ederim, kendine iyi bak!"
Vedalasma,Şimdilik elveda.
Teknik_Tekstil,Teknik tekstilde kullanılan boyalar zararlı mı?
Vedalasma,Kendini iyi koru
Yanlis_Bilgi_Duzeltme,Söylediğiniz şey tam olarak gerçeği yansıtmıyor.
Surdurulebilirlik_Tanimi,Eko-dostu tekstil ürünlerinin fiyatları ve ulaşılabilirliği hakkında neler bilinmeli
Bilinclendirme,"Yeşil yıkama, tüketiciyi yanıltarak sürdürülebilir olmayan ürünleri çevreci gibi gösterir."
Selamlama,Merhaba! Bugün sürdürülebilir tekstil hakkında konuşmaya hazır mısın?
Etiketleme_Sorusu,Karbon ayak izi etiketlemesi olsa daha bilinçli seçim yapardım.
Geri_Donusum,Kıyafetlerin geri dönüştürülmesi enerji tasarrufu sağlar mı?
Uretim_Sureci,Tekstil üretimi sırasında suya karışan boyalar nereye gider?
